province,date,year,period,inflation_mom,hhi_sectoral,export_intensity,migas_share,resilience,d_log_brent,d_log_usd_idr,d_log_wti,d_log_coal,d_log_palm_oil,d_log_nickel,d_log_tin,migas_share_x_d_log_brent,export_intensity_x_d_log_usd_idr,resilience_x_d_log_usd_idr,inflation_distress,distress_threshold
Kalimantan Timur,2024-02-01,2024,Februari,0.27,0.3026603544206015,14.834025788688049,0.0984505443582406,0.6334093153656185,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0029715427955814824,0.05609071494794051,0.0023950599695354356,0,0.39
Kalimantan Utara,2024-02-01,2024,Februari,0.19,0.2884629917212736,5.347448348148918,0.0115932581362568,0.9792711604450528,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.00034992048969028115,0.02021987862685142,0.0037028396943430365,0,0.39
Kepulauan Bangka Belitung,2024-02-01,2024,Februari,0.39,0.282707060208467,7.912142372522675,0.0350617597316844,1.5862256078762176,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0010582726607582733,0.029917550957954852,0.0059978679882271855,1,0.39
Kepulauan Riau,2024-02-01,2024,Februari,-0.22,0.3079216048858691,27.41700072159824,0.1286690481523548,0.5600431078044311,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0038836309696793797,0.10366971138578934,0.0021176461984023093,0,0.39
Lampung,2024-02-01,2024,Februari,0.39,0.2867647016264973,5.772495453782701,0.0186421136264518,0.1885546917091267,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0005626768120196526,0.021827075242333394,0.0007129667708154096,1,0.39
Maluku,2024-02-01,2024,Februari,-1.19,0.285371153682206,0.75840692931055,0.2450981114364069,0.0649297258549906,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0073978212309246585,0.0028677034469591018,0.0002455135778014784,0,0.39
Maluku Utara,2024-02-01,2024,Februari,-0.42,0.2976433117464032,57.12837341706494,0.0,0.3361744659162717,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.2160149479596862,0.0012711496129974994,0,0.39
Nusa Tenggara Barat,2024-02-01,2024,Februari,0.09,0.2823304632703688,7.032903433302264,0.0,-0.6108096224550937,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.026592955098849003,-0.002309605558776497,0,0.39
Nusa Tenggara Timur,2024-02-01,2024,Februari,-0.16,0.2863218203108601,0.308481673267326,0.0295689558095837,-0.5003126522297743,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0008924828012033339,0.0011664370716610176,-0.0018917922053545454,0,0.39
Papua,2024-02-01,2024,Februari,-0.73,0.2795603519505868,0.5213063789312734,0.0001462455093697,-1.640240509783757,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,4.414143086627849e-06,0.001971174104569438,-0.006202110215455019,0,0.39
Papua Barat,2024-02-01,2024,Februari,0.13,0.3094613799023457,23.802175806861573,0.991902020524656,-1.2471076887241264,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.029938679590104718,0.09000126313259671,-0.004715588530994223,0,0.39
Papua Barat Daya,2024-02-01,2024,Februari,-0.11,0.2793991130813336,0.6842736438533831,0.550459692906792,-1.016318152151856,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.01661458090839148,0.0025873891855464548,-0.0038429225202128436,0,0.39
Papua Pegunungan,2024-02-01,2024,Februari,-0.49,0.2861036874990458,0.0,0.0,-1.5394374206490218,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.0,-0.0058209515590611546,0,0.39
Papua Selatan,2024-02-01,2024,Februari,0.08,0.285952394121627,0.0024533254459693,0.0,-1.372943339654945,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,9.276563235404987e-06,-0.005191400810627137,0,0.39
Papua Tengah,2024-02-01,2024,Februari,-1.17,0.3994204492726266,15.60619588825397,7.508623860533136e-07,-1.3909161785191035,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,2.2663355782278986e-08,0.05901045996949109,-0.005259360068342836,0,0.39
Riau,2024-02-01,2024,Februari,0.59,0.3017644292839022,8.171352580830526,0.0926371460730898,1.2682731376372784,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.002796076403753049,0.03089768178103048,0.004795619749669744,1,0.39
Sulawesi Barat,2024-02-01,2024,Februari,0.08,0.3119104535925603,3.37765161930916,0.0,-0.2394376564142932,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.012771643845771927,-0.000905366454464337,0,0.39
Sulawesi Selatan,2024-02-01,2024,Februari,0.3,0.2799263737864846,1.4788470840799923,0.0,0.0714577005379102,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.0055918461668024435,0.00027019728621232913,0,0.39
Sulawesi Tengah,2024-02-01,2024,Februari,0.45,0.3073280530836617,28.302461516581484,0.0793641458308813,0.258294258061925,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.002395456087201345,0.10701783345032397,0.0009766674136894946,1,0.39
Sulawesi Tenggara,2024-02-01,2024,Februari,0.19,0.2865770236497616,10.181122194896371,0.0,-0.2432948787287884,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.03849706283506395,-0.0009199514606127132,0,0.39
Sulawesi Utara,2024-02-01,2024,Februari,-0.63,0.2777421692821024,2.240123884665494,0.0,-0.099086020764557,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.008470401228415157,-0.00037466604313636054,0,0.39
Sumatera Barat,2024-02-01,2024,Februari,1.17,0.2792410639765278,3.268262955595151,0.0,1.025623300105379,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.012358021243093329,0.0038781073317295848,1,0.39
Sumatera Selatan,2024-02-01,2024,Februari,0.01,0.2869025556233445,5.062825252421273,0.0681390348714495,-0.0046026505184263,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.002056647421200197,0.019143656085683004,-1.7403634179395134e-05,0,0.39
Sumatera Utara,2024-02-01,2024,Februari,0.41,0.2883509487501548,4.647492163248561,0.0001037887066236,0.7168491076250182,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,3.13266509027955e-06,0.017573190303494652,0.0027105641805707384,1,0.39
Aceh,2024-03-01,2024,Maret,0.48,0.2877003052378392,1.4336126640659357,0.0725618617172273,0.5799411319595135,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0026546658206108844,0.003938987049533902,0.0015934433794702377,1,0.39
Bali,2024-03-01,2024,Maret,0.93,0.2768170256993871,1.0603687314474053,0.0004174356322392,0.3500221079855414,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,1.5271825708234368e-05,0.002913463870398623,0.0009617190088816019,1,0.39
Banten,2024-03-01,2024,Maret,0.98,0.2871811184362252,6.999209870932707,0.0050096419182349,0.2467611956004288,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.00018327706675530856,0.019230994347093588,0.0006779998378647741,1,0.39
Bengkulu,2024-03-01,2024,Maret,0.22,0.2851289905273774,0.9348015629292702,0.0,0.0607593954602458,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.0025684561406002573,0.00016694221378921198,0,0.39
Di Yogyakarta,2024-03-01,2024,Maret,0.43,0.2711092208189328,1.412695687677658,0.0,-0.4028690310357976,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.0038815156688925246,-0.0011069209526983453,1,0.39
Dki Jakarta,2024-03-01,2024,Maret,0.37,0.2749148522676608,1.8711550438395703,0.0031066958241235,0.0372724854279303,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.00011365804327726059,0.005141176323352513,0.000102409696206343,0,0.39
Gorontalo,2024-03-01,2024,Maret,0.81,0.2968693360150885,0.5505314413244441,0.0,-0.8049222568187376,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.0015126374592617869,-0.0022116004029277925,1,0.39
Jambi,2024-03-01,2024,Maret,0.54,0.2929257487892158,3.62140192553813,0.5822720180213659,0.915671589026756,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.021302342414575383,0.009950145979734286,0.0025158947191307973,1,0.39
Jawa Barat,2024-03-01,2024,Maret,0.51,0.3039456533837742,6.708955010542176,0.0089238495036349,-0.2777914255756434,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0003264778177535465,0.018433491531444638,-0.0007632583439313802,1,0.39
Jawa Tengah,2024-03-01,2024,Maret,0.6,0.2928908329960576,3.1425969384153705,0.0365844340869901,-0.2017794502973293,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.001338436534547552,0.008634583770497235,-0.0005544082174393337,1,0.39
Jawa Timur,2024-03-01,2024,Maret,0.64,0.290326201601314,4.100729782763403,0.0361820197907202,-0.1252121924725867,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.001323714262368319,0.011267144824273196,-0.00034403239937519223,1,0.39
Kalimantan Barat,2024-03-01,2024,Maret,0.33,0.2805618957155459,3.51850814928718,0.0,0.5709102582818649,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.009667435550139832,0.0015686301957185363,0,0.39
Kalimantan Selatan,2024-03-01,2024,Maret,0.62,0.2849205742894098,20.326680662445483,0.0,0.622581527067548,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.055849487031108896,0.001710601917705522,1,0.39
Kalimantan Tengah,2024-03-01,2024,Maret,0.66,0.2808255277609784,9.026786567622928,0.0,0.6440558570447644,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.02480195402845434,0.0017696046803051294,1,0.39
Kalimantan Timur,2024-03-01,2024,Maret,0.34,0.3026603544206015,14.834025788688049,0.0984505443582406,0.6334093153656185,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0036017997463577726,0.040757895726433645,0.001740352295161195,0,0.39
Kalimantan Utara,2024-03-01,2024,Maret,0.42,0.2884629917212736,5.347448348148918,0.0115932581362568,0.9792711604450528,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.00042413776873276147,0.0146926225746854,0.0026906405863039236,1,0.39
Kepulauan Bangka Belitung,2024-03-01,2024,Maret,0.04,0.282707060208467,7.912142372522675,0.0350617597316844,1.5862256078762176,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.00128272970080198,0.02173936316316041,0.004358305617462162,0,0.39
Kepulauan Riau,2024-03-01,2024,Maret,0.46,0.3079216048858691,27.41700072159824,0.1286690481523548,0.5600431078044311,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.00470733958882835,0.07533081527973313,0.0015387716669339586,1,0.39
Lampung,2024-03-01,2024,Maret,0.36,0.2867647016264973,5.772495453782701,0.0186421136264518,0.1885546917091267,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0006820191860697072,0.015860479895214996,0.0005180719362960008,0,0.39
Maluku,2024-03-01,2024,Maret,-0.46,0.285371153682206,0.75840692931055,0.2450981114364069,0.0649297258549906,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.00896688099958207,0.002083795119637443,0.000178400592909963,0,0.39
Maluku Utara,2024-03-01,2024,Maret,0.48,0.2976433117464032,57.12837341706494,0.0,0.3361744659162717,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.15696563562192836,0.0009236712961732511,1,0.39
Nusa Tenggara Barat,2024-03-01,2024,Maret,0.87,0.2823304632703688,7.032903433302264,0.0,-0.6108096224550937,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.019323570612045055,-0.0016782574909443247,1,0.39
Nusa Tenggara Timur,2024-03-01,2024,Maret,-0.14,0.2863218203108601,0.308481673267326,0.0295689558095837,-0.5003126522297743,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0010817762179911022,0.000847582716361007,-0.0013746565632740538,0,0.39
Papua,2024-03-01,2024,Maret,-0.19,0.2795603519505868,0.5213063789312734,0.0001462455093697,-1.640240509783757,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,5.350372026761256e-06,0.0014323388226955957,-0.004506716694197639,0,0.39
Papua Barat,2024-03-01,2024,Maret,0.5,0.3094613799023457,23.802175806861573,0.991902020524656,-1.2471076887241264,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.03628860022284304,0.06539874026227546,-0.0034265469037685335,1,0.39
Papua Barat Daya,2024-03-01,2024,Maret,0.37,0.2793991130813336,0.6842736438533831,0.550459692906792,-1.016318152151856,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.020138492836336536,0.0018801068719855305,-0.0027924307170798445,0,0.39
Papua Pegunungan,2024-03-01,2024,Maret,0.02,0.2861036874990458,0.0,0.0,-1.5394374206490218,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.0,-0.0042297506261604004,0,0.39
Papua Selatan,2024-03-01,2024,Maret,-0.17,0.285952394121627,0.0024533254459693,0.0,-1.372943339654945,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,6.740744834492199e-06,-0.0037722923145131516,0,0.39
Papua Tengah,2024-03-01,2024,Maret,1.01,0.3994204492726266,15.60619588825397,7.508623860533136e-07,-1.3909161785191035,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,2.747019804985005e-08,0.04287950646444229,-0.0038216743974870114,1,0.39
Riau,2024-03-01,2024,Maret,0.72,0.3017644292839022,8.171352580830526,0.0926371460730898,1.2682731376372784,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0033891173624723023,0.022451567846631763,0.0034847009862876057,1,0.39
Sulawesi Barat,2024-03-01,2024,Maret,0.43,0.3119104535925603,3.37765161930916,0.0,-0.2394376564142932,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.009280418846581899,-0.0006578777178988922,1,0.39
Sulawesi Selatan,2024-03-01,2024,Maret,0.38,0.2799263737864846,1.4788470840799923,0.0,0.0714577005379102,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.004063272917742689,0.0001963368237903306,0,0.39
Sulawesi Tengah,2024-03-01,2024,Maret,0.55,0.3073280530836617,28.302461516581484,0.0793641458308813,0.258294258061925,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0029035264577452055,0.07776370297090142,0.0007096880231159123,1,0.39
Sulawesi Tenggara,2024-03-01,2024,Maret,0.62,0.2865770236497616,10.181122194896371,0.0,-0.2432948787287884,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.027973600876041456,-0.0006684758028103903,1,0.39
Sulawesi Utara,2024-03-01,2024,Maret,1.07,0.2777421692821024,2.240123884665494,0.0,-0.099086020764557,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.006154953281469565,-0.0002722482594946486,1,0.39
Sumatera Barat,2024-03-01,2024,Maret,0.64,0.2792410639765278,3.268262955595151,0.0,1.025623300105379,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.0,0.008979863096388357,0.002817997495472392,1,0.39
Sumatera Selatan,2024-03-01,2024,Maret,0.25,0.2869025556233445,5.062825252421273,0.0681390348714495,-0.0046026505184263,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,0.002492857303297456,0.013910593567708188,-1.2646219749617012e-05,0,0.39
Sumatera Utara,2024-03-01,2024,Maret,0.72,0.2883509487501548,4.647492163248561,0.0001037887066236,0.7168491076250182,0.03658486369817915,0.0027475950431146146,0.04834874284076385,0.06761266938412991,0.09562520842202993,0.06279639789011426,0.050290535442272244,3.7970956852347094e-06,0.012769426430655763,0.0019696110547716347,1,0.39
Aceh,2024-04-01,2024,April,0.05,0.2877003052378392,1.4336126640659357,0.0725618617172273,0.5799411319595135,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0036228809062782484,0.034173839143609046,0.013824386079387647,0,0.39
Bali,2024-04-01,2024,April,0.32,0.2768170256993871,1.0603687314474053,0.0004174356322392,0.3500221079855414,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,2.0841796859252007e-05,0.02527661157695366,0.008343675746473945,0,0.39
Banten,2024-04-01,2024,April,0.41,0.2871811184362252,6.999209870932707,0.0050096419182349,0.2467611956004288,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0002501222491174786,0.1668441401621254,0.005882186741722209,1,0.39
Bengkulu,2024-04-01,2024,April,0.13,0.2851289905273774,0.9348015629292702,0.0,0.0607593954602458,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0,0.022283395678255487,0.0014483562115253966,0,0.39
Di Yogyakarta,2024-04-01,2024,April,0.09,0.2711092208189328,1.412695687677658,0.0,-0.4028690310357976,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0,0.03367522929983412,-0.00960341786010184,0,0.39
Dki Jakarta,2024-04-01,2024,April,0.26,0.2749148522676608,1.8711550438395703,0.0031066958241235,0.0372724854279303,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.00015511163463105082,0.04460378530667418,0.0008884854001527009,0,0.39
Gorontalo,2024-04-01,2024,April,0.57,0.2968693360150885,0.5505314413244441,0.0,-0.8049222568187376,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0,0.013123330583563747,-0.019187388907140106,1,0.39
Jambi,2024-04-01,2024,April,0.18,0.2929257487892158,3.62140192553813,0.5822720180213659,0.915671589026756,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.02907177581207074,0.08632541409525675,0.02182738362747474,0,0.39
Jawa Barat,2024-04-01,2024,April,0.15,0.3039456533837742,6.708955010542176,0.0089238495036349,-0.2777914255756434,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0004455514675630746,0.15992517023512667,-0.006621871954012861,0,0.39
Jawa Tengah,2024-04-01,2024,April,0.2,0.2928908329960576,3.1425969384153705,0.0365844340869901,-0.2017794502973293,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0018265938136656748,0.07491186773003128,-0.004809931336257812,0,0.39
Jawa Timur,2024-04-01,2024,April,0.36,0.290326201601314,4.100729782763403,0.0361820197907202,-0.1252121924725867,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0018065020046096857,0.09775142441202521,-0.0029847541331289407,0,0.39
Kalimantan Barat,2024-04-01,2024,April,0.69,0.2805618957155459,3.51850814928718,0.0,0.5709102582818649,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0,0.0838726767230116,0.013609112015394012,1,0.39
Kalimantan Selatan,2024-04-01,2024,April,0.71,0.2849205742894098,20.326680662445483,0.0,0.622581527067548,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0,0.48453862936158615,0.014840829390727485,1,0.39
Kalimantan Tengah,2024-04-01,2024,April,0.73,0.2808255277609784,9.026786567622928,0.0,0.6440558570447644,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0,0.21517663723110703,0.01535272518849258,1,0.39
Kalimantan Timur,2024-04-01,2024,April,0.7,0.3026603544206015,14.834025788688049,0.0984505443582406,0.6334093153656185,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.00491545543247121,0.3536070961573609,0.015098937528897708,1,0.39
Kalimantan Utara,2024-04-01,2024,April,0.39,0.2884629917212736,5.347448348148918,0.0115932581362568,0.9792711604450528,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.000578830153325959,0.12747016279844622,0.02334344272609288,1,0.39
Kepulauan Bangka Belitung,2024-04-01,2024,April,0.54,0.282707060208467,7.912142372522675,0.0350617597316844,1.5862256078762176,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0017505694708805602,0.1886062306069914,0.03781176054576356,1,0.39
Kepulauan Riau,2024-04-01,2024,April,0.06,0.3079216048858691,27.41700072159824,0.1286690481523548,0.5600431078044311,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0064242100016225325,0.6535546148168085,0.013350065578602676,0,0.39
Lampung,2024-04-01,2024,April,-0.01,0.2867647016264973,5.772495453782701,0.0186421136264518,0.1885546917091267,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0009307666026147064,0.13760225201645654,0.004494685256173302,0,0.39
Maluku,2024-04-01,2024,April,0.29,0.285371153682206,0.75840692931055,0.2450981114364069,0.0649297258549906,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.01223729996824215,0.018078576631815516,0.0015477667452476055,0,0.39
Maluku Utara,2024-04-01,2024,April,0.44,0.2976433117464032,57.12837341706494,0.0,0.3361744659162717,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0,1.3618014772231513,0.008013581639149756,1,0.39
Nusa Tenggara Barat,2024-04-01,2024,April,0.06,0.2823304632703688,7.032903433302264,0.0,-0.6108096224550937,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.0,0.16764731274106087,-0.014560215815859246,0,0.39
Nusa Tenggara Timur,2024-04-01,2024,April,0.31,0.2863218203108601,0.308481673267326,0.0295689558095837,-0.5003126522297743,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.001476323827503078,0.007353452815553606,-0.01192623679140878,0,0.39
Papua,2024-04-01,2024,April,1.2,0.2795603519505868,0.5213063789312734,0.0001462455093697,-1.640240509783757,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,7.30177053049113e-06,0.012426676175982273,-0.039099344434643864,1,0.39
Papua Barat,2024-04-01,2024,April,0.17,0.3094613799023457,23.802175806861573,0.991902020524656,-1.2471076887241264,0.04992816915856668,0.02383756784533908,0.04842102699129036,-0.0015105982452485733,-0.007697218365051661,0.04137991495355209,0.14628115575400535,0.04952385186947911,0.5673859806627513,-0.029728014140405372,0,0.39
