province,date,year,period,inflation_mom,hhi_sectoral,export_intensity,migas_share,resilience,d_log_brent,d_log_usd_idr,d_log_wti,d_log_coal,d_log_palm_oil,d_log_nickel,d_log_tin,migas_share_x_d_log_brent,export_intensity_x_d_log_usd_idr,resilience_x_d_log_usd_idr,inflation_distress,distress_threshold
Papua Pegunungan,2024-01-01,2024,Januari,1.01,0.2861036874990458,0.0,0.0,-1.5394374206490218,0.023935844057196398,0.008771471931799724,0.02380437177949979,-0.058907087473463626,0.03786005801226011,-0.020388045065873328,0.02010445962727303,0.0,0.0,-0.013503132125985058,1,0.39
Papua Selatan,2024-01-01,2024,Januari,0.57,0.285952394121627,0.0024533254459693,0.0,-1.372943339654945,0.023935844057196398,0.008771471931799724,0.02380437177949979,-0.058907087473463626,0.03786005801226011,-0.020388045065873328,0.02010445962727303,0.0,2.1519275288889752e-05,-0.012042733967734726,1,0.39
Papua Tengah,2024-01-01,2024,Januari,0.43,0.3994204492726266,15.60619588825397,7.508623860533136e-07,-1.3909161785191035,0.023935844057196398,0.008771471931799724,0.02380437177949979,-0.058907087473463626,0.03786005801226011,-0.020388045065873328,0.02010445962727303,1.7972524980986515e-08,0.13688930919598796,-0.01220038221936645,1,0.39
Riau,2024-01-01,2024,Januari,0.11,0.3017644292839022,8.171352580830526,0.0926371460730898,1.2682731376372784,0.023935844057196398,0.008771471931799724,0.02380437177949979,-0.058907087473463626,0.03786005801226011,-0.020388045065873328,0.02010445962727303,0.0022173482823092013,0.07167478980759419,0.011124622228640956,0,0.39
Sulawesi Barat,2024-01-01,2024,Januari,0.08,0.3119104535925603,3.37765161930916,0.0,-0.2394376564142932,0.023935844057196398,0.008771471931799724,0.02380437177949979,-0.058907087473463626,0.03786005801226011,-0.020388045065873328,0.02010445962727303,0.0,0.029626976374168182,-0.002100220682653879,0,0.39
Sulawesi Selatan,2024-01-01,2024,Januari,0.36,0.2799263737864846,1.4788470840799923,0.0,0.0714577005379102,0.023935844057196398,0.008771471931799724,0.02380437177949979,-0.058907087473463626,0.03786005801226011,-0.020388045065873328,0.02010445962727303,0.0,0.012971665689431519,0.0006267892145792294,0,0.39
Sulawesi Tengah,2024-01-01,2024,Januari,0.08,0.3073280530836617,28.302461516581484,0.0793641458308813,0.258294258061925,0.023935844057196398,0.008771471931799724,0.02380437177949979,-0.058907087473463626,0.03786005801226011,-0.020388045065873328,0.02010445962727303,0.0018996478183405687,0.24825424679353633,0.0022656208347352096,0,0.39
Sulawesi Tenggara,2024-01-01,2024,Januari,-0.03,0.2865770236497616,10.181122194896371,0.0,-0.2432948787287884,0.023935844057196398,0.008771471931799724,0.02380437177949979,-0.058907087473463626,0.03786005801226011,-0.020388045065873328,0.02010445962727303,0.0,0.08930342756675672,-0.0021340541999201853,0,0.39
Sulawesi Utara,2024-01-01,2024,Januari,-0.41,0.2777421692821024,2.240123884665494,0.0,-0.099086020764557,0.023935844057196398,0.008771471931799724,0.02380437177949979,-0.058907087473463626,0.03786005801226011,-0.020388045065873328,0.02010445962727303,0.0,0.019649183778097542,-0.0008691302499700363,0,0.39
Sumatera Barat,2024-01-01,2024,Januari,-0.32,0.2792410639765278,3.268262955595151,0.0,1.025623300105379,0.023935844057196398,0.008771471931799724,0.02380437177949979,-0.058907087473463626,0.03786005801226011,-0.020388045065873328,0.02010445962727303,0.0,0.028667476780743672,0.008996225989474136,0,0.39
Sumatera Selatan,2024-01-01,2024,Januari,-0.08,0.2869025556233445,5.062825252421273,0.0681390348714495,-0.0046026505184263,0.023935844057196398,0.008771471931799724,0.02380437177949979,-0.058907087473463626,0.03786005801226011,-0.020388045065873328,0.02010445962727303,0.0016309653128908825,0.04440842959722005,-4.0372019834259735e-05,0,0.39
Sumatera Utara,2024-01-01,2024,Januari,0.4,0.2883509487501548,4.647492163248561,0.0001037887066236,0.7168491076250182,0.023935844057196398,0.008771471931799724,0.02380437177949979,-0.058907087473463626,0.03786005801226011,-0.020388045065873328,0.02010445962727303,2.4842702966405965e-06,0.04076534706319393,0.006287821826868527,1,0.39
Aceh,2024-02-01,2024,Februari,0.71,0.2877003052378392,1.4336126640659357,0.0725618617172273,0.5799411319595135,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0021901420538134224,0.00542080487329339,0.0021928850052379462,1,0.39
Bali,2024-02-01,2024,Februari,0.61,0.2768170256993871,1.0603687314474053,0.0004174356322392,0.3500221079855414,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,1.2599502152936226e-05,0.004009487451523835,0.0013235105941008774,1,0.39
Banten,2024-02-01,2024,Februari,0.52,0.2871811184362252,6.999209870932707,0.0050096419182349,0.2467611956004288,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0001512065316409587,0.026465552327047656,0.0009330583672836375,1,0.39
Bengkulu,2024-02-01,2024,Februari,0.79,0.2851289905273774,0.9348015629292702,0.0,0.0607593954602458,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.0035346903629585986,0.00022974464111884572,1,0.39
Di Yogyakarta,2024-02-01,2024,Februari,0.39,0.2711092208189328,1.412695687677658,0.0,-0.4028690310357976,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.005341713183897624,-0.0015233364363174983,1,0.39
Dki Jakarta,2024-02-01,2024,Februari,0.45,0.2749148522676608,1.8711550438395703,0.0031066958241235,0.0372724854279303,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,9.37697160987261e-05,0.007075248869220744,0.00014093546723732678,1,0.39
Gorontalo,2024-02-01,2024,Februari,-1.15,0.2968693360150885,0.5505314413244441,0.0,-0.8049222568187376,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.0020816804949035546,-0.003043588133499249,0,0.39
Jambi,2024-02-01,2024,Februari,0.13,0.2929257487892158,3.62140192553813,0.5822720180213659,0.915671589026756,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.01757477555354171,0.013693317377955502,0.0034623557230966597,0,0.39
Jawa Barat,2024-02-01,2024,Februari,0.45,0.3039456533837742,6.708955010542176,0.0089238495036349,-0.2777914255756434,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.00026934945737717574,0.025368034844717634,-0.001050390493376883,1,0.39
Jawa Tengah,2024-02-01,2024,Februari,0.57,0.2928908329960576,3.1425969384153705,0.0365844340869901,-0.2017794502973293,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0011042316957236968,0.011882850385992003,-0.0007629724924443866,1,0.39
Jawa Timur,2024-02-01,2024,Februari,0.49,0.290326201601314,4.100729782763403,0.0361820197907202,-0.1252121924725867,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0010920855840824183,0.01550576145680645,-0.0004734548460433594,1,0.39
Kalimantan Barat,2024-02-01,2024,Februari,0.08,0.2805618957155459,3.51850814928718,0.0,0.5709102582818649,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.013304253373630373,0.002158737285097799,0,0.39
Kalimantan Selatan,2024-02-01,2024,Februari,-0.01,0.2849205742894098,20.326680662445483,0.0,0.622581527067548,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.0768596513931152,0.0023541177198996787,0,0.39
Kalimantan Tengah,2024-02-01,2024,Februari,-0.46,0.2808255277609784,9.026786567622928,0.0,0.6440558570447644,0.03018310172840355,0.0037812199969824434,0.03654331950563261,-0.0899791828243357,0.014137957822917713,0.013978434813743945,0.039230918498777356,0.0,0.03413226587798833,0.002435316885831329,0,0.39
