province_code,province,area_type,year,period,value,date,metric
7400,Sulawesi Tenggara,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",2022,Tahunan,20360.21,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",2023,Triwulan I,5012.07,2023-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",2023,Triwulan II,5481.01,2023-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",2023,Triwulan III,5876.31,2023-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",2023,Triwulan IV,6028.79,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"G Perdagangan Besar dan Eceran, Reparasi Mobil dan Sepeda Motor",2023,Tahunan,22398.19,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,H Transportasi dan Pergudangan,2022,Triwulan I,1432.77,2022-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,H Transportasi dan Pergudangan,2022,Triwulan II,1708.54,2022-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,H Transportasi dan Pergudangan,2022,Triwulan III,1821.52,2022-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,H Transportasi dan Pergudangan,2022,Triwulan IV,1916.28,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,H Transportasi dan Pergudangan,2022,Tahunan,6879.1,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,H Transportasi dan Pergudangan,2023,Triwulan I,1858.77,2023-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,H Transportasi dan Pergudangan,2023,Triwulan II,2051.9,2023-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,H Transportasi dan Pergudangan,2023,Triwulan III,2084.71,2023-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,H Transportasi dan Pergudangan,2023,Triwulan IV,2127.07,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,H Transportasi dan Pergudangan,2023,Tahunan,8122.46,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,I Penyediaan Akomodasi dan Makan Minum,2022,Triwulan I,199.13,2022-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,I Penyediaan Akomodasi dan Makan Minum,2022,Triwulan II,199.24,2022-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,I Penyediaan Akomodasi dan Makan Minum,2022,Triwulan III,209.03,2022-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,I Penyediaan Akomodasi dan Makan Minum,2022,Triwulan IV,219.16,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,I Penyediaan Akomodasi dan Makan Minum,2022,Tahunan,826.56,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,I Penyediaan Akomodasi dan Makan Minum,2023,Triwulan I,208.75,2023-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,I Penyediaan Akomodasi dan Makan Minum,2023,Triwulan II,214.32,2023-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,I Penyediaan Akomodasi dan Makan Minum,2023,Triwulan III,223.82,2023-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,I Penyediaan Akomodasi dan Makan Minum,2023,Triwulan IV,238.56,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,I Penyediaan Akomodasi dan Makan Minum,2023,Tahunan,885.45,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,J Informasi dan Komunikasi,2022,Triwulan I,646.93,2022-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,J Informasi dan Komunikasi,2022,Triwulan II,650.47,2022-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,J Informasi dan Komunikasi,2022,Triwulan III,682.43,2022-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,J Informasi dan Komunikasi,2022,Triwulan IV,703.49,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,J Informasi dan Komunikasi,2022,Tahunan,2683.33,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,J Informasi dan Komunikasi,2023,Triwulan I,703.04,2023-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,J Informasi dan Komunikasi,2023,Triwulan II,705.32,2023-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,J Informasi dan Komunikasi,2023,Triwulan III,707.2,2023-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,J Informasi dan Komunikasi,2023,Triwulan IV,709.49,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,J Informasi dan Komunikasi,2023,Tahunan,2825.05,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,K Jasa Keuangan dan Asuransi,2022,Triwulan I,932.91,2022-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,K Jasa Keuangan dan Asuransi,2022,Triwulan II,941.99,2022-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,K Jasa Keuangan dan Asuransi,2022,Triwulan III,982.29,2022-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,K Jasa Keuangan dan Asuransi,2022,Triwulan IV,992.32,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,K Jasa Keuangan dan Asuransi,2022,Tahunan,3849.51,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,K Jasa Keuangan dan Asuransi,2023,Triwulan I,1033.37,2023-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,K Jasa Keuangan dan Asuransi,2023,Triwulan II,1028.58,2023-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,K Jasa Keuangan dan Asuransi,2023,Triwulan III,1050.11,2023-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,K Jasa Keuangan dan Asuransi,2023,Triwulan IV,1046.33,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,K Jasa Keuangan dan Asuransi,2023,Tahunan,4158.37,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,L Real Estate,2022,Triwulan I,446.33,2022-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,L Real Estate,2022,Triwulan II,485.02,2022-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,L Real Estate,2022,Triwulan III,522.1,2022-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,L Real Estate,2022,Triwulan IV,480.33,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,L Real Estate,2022,Tahunan,1933.79,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,L Real Estate,2023,Triwulan I,483.15,2023-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,L Real Estate,2023,Triwulan II,507.41,2023-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,L Real Estate,2023,Triwulan III,510.39,2023-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,L Real Estate,2023,Triwulan IV,488.83,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,L Real Estate,2023,Tahunan,1989.79,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"M,N Jasa Perusahaan",2022,Triwulan I,72.0,2022-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"M,N Jasa Perusahaan",2022,Triwulan II,76.88,2022-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"M,N Jasa Perusahaan",2022,Triwulan III,82.69,2022-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"M,N Jasa Perusahaan",2022,Triwulan IV,85.26,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"M,N Jasa Perusahaan",2022,Tahunan,316.83,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"M,N Jasa Perusahaan",2023,Triwulan I,83.5,2023-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"M,N Jasa Perusahaan",2023,Triwulan II,88.83,2023-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"M,N Jasa Perusahaan",2023,Triwulan III,88.25,2023-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"M,N Jasa Perusahaan",2023,Triwulan IV,91.09,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"M,N Jasa Perusahaan",2023,Tahunan,351.67,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",2022,Triwulan I,1618.81,2022-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",2022,Triwulan II,1845.18,2022-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",2022,Triwulan III,1851.01,2022-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",2022,Triwulan IV,1986.13,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",2022,Tahunan,7301.13,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",2023,Triwulan I,1680.87,2023-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",2023,Triwulan II,2247.02,2023-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",2023,Triwulan III,1835.51,2023-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",2023,Triwulan IV,2016.38,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"O Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",2023,Tahunan,7779.78,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,P Jasa Pendidikan,2022,Triwulan I,1635.23,2022-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,P Jasa Pendidikan,2022,Triwulan II,1700.13,2022-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,P Jasa Pendidikan,2022,Triwulan III,1910.44,2022-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,P Jasa Pendidikan,2022,Triwulan IV,1900.86,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,P Jasa Pendidikan,2022,Tahunan,7146.66,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,P Jasa Pendidikan,2023,Triwulan I,1902.36,2023-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,P Jasa Pendidikan,2023,Triwulan II,1944.42,2023-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,P Jasa Pendidikan,2023,Triwulan III,1969.1,2023-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,P Jasa Pendidikan,2023,Triwulan IV,1987.41,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,P Jasa Pendidikan,2023,Tahunan,7803.29,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Q Jasa Kesehatan dan Kegiatan Sosial,2022,Triwulan I,364.66,2022-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Q Jasa Kesehatan dan Kegiatan Sosial,2022,Triwulan II,367.05,2022-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Q Jasa Kesehatan dan Kegiatan Sosial,2022,Triwulan III,390.29,2022-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Q Jasa Kesehatan dan Kegiatan Sosial,2022,Triwulan IV,353.81,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Q Jasa Kesehatan dan Kegiatan Sosial,2022,Tahunan,1475.81,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Q Jasa Kesehatan dan Kegiatan Sosial,2023,Triwulan I,353.45,2023-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Q Jasa Kesehatan dan Kegiatan Sosial,2023,Triwulan II,391.11,2023-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Q Jasa Kesehatan dan Kegiatan Sosial,2023,Triwulan III,388.43,2023-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Q Jasa Kesehatan dan Kegiatan Sosial,2023,Triwulan IV,377.15,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Q Jasa Kesehatan dan Kegiatan Sosial,2023,Tahunan,1510.14,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"R,S,T,U Jasa Lainnya",2022,Triwulan I,434.91,2022-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"R,S,T,U Jasa Lainnya",2022,Triwulan II,408.87,2022-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"R,S,T,U Jasa Lainnya",2022,Triwulan III,458.7,2022-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"R,S,T,U Jasa Lainnya",2022,Triwulan IV,502.76,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"R,S,T,U Jasa Lainnya",2022,Tahunan,1805.24,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"R,S,T,U Jasa Lainnya",2023,Triwulan I,454.99,2023-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"R,S,T,U Jasa Lainnya",2023,Triwulan II,502.16,2023-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"R,S,T,U Jasa Lainnya",2023,Triwulan III,513.98,2023-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"R,S,T,U Jasa Lainnya",2023,Triwulan IV,558.12,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,"R,S,T,U Jasa Lainnya",2023,Tahunan,2029.25,2023-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Produk Domestik Regional Bruto,2022,Triwulan I,35352.35,2022-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Produk Domestik Regional Bruto,2022,Triwulan II,38557.31,2022-06-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Produk Domestik Regional Bruto,2022,Triwulan III,40835.84,2022-09-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Produk Domestik Regional Bruto,2022,Triwulan IV,44054.78,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Produk Domestik Regional Bruto,2022,Tahunan,158800.27,2022-12-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Produk Domestik Regional Bruto,2023,Triwulan I,41036.9,2023-03-01,pdrb_adhb_quarterly
7400,Sulawesi Tenggara,Produk Domestik Regional Bruto,2023,Triwulan II,42727.7,2023-06-01,pdrb_adhb_quarterly
