province_code,province,area_type,year,period,value,date,metric
3100,Dki Jakarta,Tidak ada,2024,Oktober,4132.9,2024-10-01,export_migas
3100,Dki Jakarta,Tidak ada,2024,November,2550.9,2024-11-01,export_migas
3100,Dki Jakarta,Tidak ada,2024,Desember,3596.2,2024-12-01,export_migas
3100,Dki Jakarta,Tidak ada,2024,Tahunan,42781.0,2024-12-01,export_migas
3200,Jawa Barat,Tidak ada,2024,Januari,36333.8,2024-01-01,export_migas
3200,Jawa Barat,Tidak ada,2024,Februari,19693.6,2024-02-01,export_migas
3200,Jawa Barat,Tidak ada,2024,Maret,21374.9,2024-03-01,export_migas
3200,Jawa Barat,Tidak ada,2024,April,37589.5,2024-04-01,export_migas
3200,Jawa Barat,Tidak ada,2024,Mei,20789.5,2024-05-01,export_migas
3200,Jawa Barat,Tidak ada,2024,Juni,34261.8,2024-06-01,export_migas
3200,Jawa Barat,Tidak ada,2024,Juli,37391.2,2024-07-01,export_migas
3200,Jawa Barat,Tidak ada,2024,Agustus,19613.4,2024-08-01,export_migas
3200,Jawa Barat,Tidak ada,2024,September,19335.9,2024-09-01,export_migas
3200,Jawa Barat,Tidak ada,2024,Oktober,40142.7,2024-10-01,export_migas
3200,Jawa Barat,Tidak ada,2024,November,18754.2,2024-11-01,export_migas
3200,Jawa Barat,Tidak ada,2024,Desember,32798.0,2024-12-01,export_migas
3200,Jawa Barat,Tidak ada,2024,Tahunan,338078.4,2024-12-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,Januari,16103.7,2024-01-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,Februari,19937.1,2024-02-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,Maret,47450.9,2024-03-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,April,31666.1,2024-04-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,Mei,50514.6,2024-05-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,Juni,17759.5,2024-06-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,Juli,50537.2,2024-07-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,Agustus,67778.0,2024-08-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,September,36636.8,2024-09-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,Oktober,23451.0,2024-10-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,November,37307.4,2024-11-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,Desember,18822.6,2024-12-01,export_migas
3300,Jawa Tengah,Tidak ada,2024,Tahunan,417964.9,2024-12-01,export_migas
3400,Di Yogyakarta,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
3400,Di Yogyakarta,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
3400,Di Yogyakarta,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
3400,Di Yogyakarta,Tidak ada,2024,April,0.0,2024-04-01,export_migas
3400,Di Yogyakarta,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
3400,Di Yogyakarta,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
3400,Di Yogyakarta,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
3400,Di Yogyakarta,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
3400,Di Yogyakarta,Tidak ada,2024,September,0.0,2024-09-01,export_migas
3400,Di Yogyakarta,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
3500,Jawa Timur,Tidak ada,2024,Januari,86221.8,2024-01-01,export_migas
3500,Jawa Timur,Tidak ada,2024,Februari,89079.1,2024-02-01,export_migas
3500,Jawa Timur,Tidak ada,2024,Maret,58764.0,2024-03-01,export_migas
3500,Jawa Timur,Tidak ada,2024,April,77536.2,2024-04-01,export_migas
3500,Jawa Timur,Tidak ada,2024,Mei,54861.5,2024-05-01,export_migas
3500,Jawa Timur,Tidak ada,2024,Juni,123354.7,2024-06-01,export_migas
3500,Jawa Timur,Tidak ada,2024,Juli,135109.8,2024-07-01,export_migas
3500,Jawa Timur,Tidak ada,2024,Agustus,17963.9,2024-08-01,export_migas
3500,Jawa Timur,Tidak ada,2024,September,56176.7,2024-09-01,export_migas
3500,Jawa Timur,Tidak ada,2024,Oktober,83949.5,2024-10-01,export_migas
3500,Jawa Timur,Tidak ada,2024,November,77459.2,2024-11-01,export_migas
3500,Jawa Timur,Tidak ada,2024,Desember,79700.7,2024-12-01,export_migas
3500,Jawa Timur,Tidak ada,2024,Tahunan,940177.0,2024-12-01,export_migas
3600,Banten,Tidak ada,2024,Januari,9480.0,2024-01-01,export_migas
3600,Banten,Tidak ada,2024,Februari,4486.0,2024-02-01,export_migas
3600,Banten,Tidak ada,2024,Maret,1269.0,2024-03-01,export_migas
3600,Banten,Tidak ada,2024,April,4733.9,2024-04-01,export_migas
3600,Banten,Tidak ada,2024,Mei,5069.9,2024-05-01,export_migas
3600,Banten,Tidak ada,2024,Juni,4706.7,2024-06-01,export_migas
3600,Banten,Tidak ada,2024,Juli,5131.3,2024-07-01,export_migas
3600,Banten,Tidak ada,2024,Agustus,1257.4,2024-08-01,export_migas
3600,Banten,Tidak ada,2024,September,8319.2,2024-09-01,export_migas
3600,Banten,Tidak ada,2024,Oktober,5383.6,2024-10-01,export_migas
3600,Banten,Tidak ada,2024,November,5335.2,2024-11-01,export_migas
3600,Banten,Tidak ada,2024,Desember,6092.6,2024-12-01,export_migas
3600,Banten,Tidak ada,2024,Tahunan,61264.9,2024-12-01,export_migas
5100,Bali,Tidak ada,2024,Januari,55.5,2024-01-01,export_migas
5100,Bali,Tidak ada,2024,Februari,44.4,2024-02-01,export_migas
5100,Bali,Tidak ada,2024,Maret,115.6,2024-03-01,export_migas
5100,Bali,Tidak ada,2024,April,0.0,2024-04-01,export_migas
5100,Bali,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
5100,Bali,Tidak ada,2024,Juni,0.2,2024-06-01,export_migas
5100,Bali,Tidak ada,2024,Juli,46.4,2024-07-01,export_migas
5100,Bali,Tidak ada,2024,Agustus,1.6,2024-08-01,export_migas
5100,Bali,Tidak ada,2024,September,0.0,2024-09-01,export_migas
5100,Bali,Tidak ada,2024,Oktober,0.5,2024-10-01,export_migas
5100,Bali,Tidak ada,2024,Tahunan,264.2,2024-12-01,export_migas
5200,Nusa Tenggara Barat,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
5200,Nusa Tenggara Barat,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
5200,Nusa Tenggara Barat,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
5200,Nusa Tenggara Barat,Tidak ada,2024,April,0.0,2024-04-01,export_migas
5200,Nusa Tenggara Barat,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
5200,Nusa Tenggara Barat,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
5200,Nusa Tenggara Barat,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
5200,Nusa Tenggara Barat,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
5200,Nusa Tenggara Barat,Tidak ada,2024,September,0.0,2024-09-01,export_migas
5200,Nusa Tenggara Barat,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,Januari,3.6,2024-01-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,Februari,235.2,2024-02-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,Maret,259.0,2024-03-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,April,167.5,2024-04-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,Mei,161.7,2024-05-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,Juni,130.0,2024-06-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,Juli,155.2,2024-07-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,Agustus,266.5,2024-08-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,September,190.2,2024-09-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,Oktober,201.4,2024-10-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,November,344.0,2024-11-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,Desember,393.3,2024-12-01,export_migas
5300,Nusa Tenggara Timur,Tidak ada,2024,Tahunan,2507.7,2024-12-01,export_migas
6100,Kalimantan Barat,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
6100,Kalimantan Barat,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
6100,Kalimantan Barat,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
6100,Kalimantan Barat,Tidak ada,2024,April,0.0,2024-04-01,export_migas
6100,Kalimantan Barat,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
6100,Kalimantan Barat,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
6100,Kalimantan Barat,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
6100,Kalimantan Barat,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
6100,Kalimantan Barat,Tidak ada,2024,September,0.0,2024-09-01,export_migas
6100,Kalimantan Barat,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
6200,Kalimantan Tengah,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
6200,Kalimantan Tengah,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
6200,Kalimantan Tengah,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
6200,Kalimantan Tengah,Tidak ada,2024,April,0.0,2024-04-01,export_migas
6200,Kalimantan Tengah,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
6200,Kalimantan Tengah,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
6200,Kalimantan Tengah,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
6200,Kalimantan Tengah,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
6200,Kalimantan Tengah,Tidak ada,2024,September,0.0,2024-09-01,export_migas
6200,Kalimantan Tengah,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
6300,Kalimantan Selatan,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
6300,Kalimantan Selatan,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
6300,Kalimantan Selatan,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
6300,Kalimantan Selatan,Tidak ada,2024,April,0.0,2024-04-01,export_migas
6300,Kalimantan Selatan,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
6300,Kalimantan Selatan,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
6300,Kalimantan Selatan,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
6300,Kalimantan Selatan,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
6300,Kalimantan Selatan,Tidak ada,2024,September,0.0,2024-09-01,export_migas
6300,Kalimantan Selatan,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,Januari,300206.8,2024-01-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,Februari,167832.7,2024-02-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,Maret,140385.0,2024-03-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,April,145453.0,2024-04-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,Mei,259238.1,2024-05-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,Juni,191704.0,2024-06-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,Juli,181704.0,2024-07-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,Agustus,119800.3,2024-08-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,September,114422.3,2024-09-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,Oktober,306241.6,2024-10-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,November,262950.1,2024-11-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,Desember,316705.1,2024-12-01,export_migas
6400,Kalimantan Timur,Tidak ada,2024,Tahunan,2506642.9,2024-12-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,Januari,875.4,2024-01-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,Maret,759.0,2024-03-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,April,0.0,2024-04-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,Mei,3337.1,2024-05-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,Juni,1061.3,2024-06-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,Juli,3727.2,2024-07-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,Agustus,1096.0,2024-08-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,September,3096.9,2024-09-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,Oktober,1256.9,2024-10-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,November,1174.7,2024-11-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,Desember,1838.9,2024-12-01,export_migas
6500,Kalimantan Utara,Tidak ada,2024,Tahunan,18223.5,2024-12-01,export_migas
7100,Sulawesi Utara,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
7100,Sulawesi Utara,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
7100,Sulawesi Utara,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
7100,Sulawesi Utara,Tidak ada,2024,April,0.0,2024-04-01,export_migas
7100,Sulawesi Utara,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
7100,Sulawesi Utara,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
7100,Sulawesi Utara,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
7100,Sulawesi Utara,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
7100,Sulawesi Utara,Tidak ada,2024,September,0.0,2024-09-01,export_migas
7100,Sulawesi Utara,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,Januari,122787.2,2024-01-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,Februari,181135.3,2024-02-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,Maret,143103.9,2024-03-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,April,152559.6,2024-04-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,Mei,146120.0,2024-05-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,Juni,144990.7,2024-06-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,Juli,134036.4,2024-07-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,Agustus,173164.2,2024-08-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,September,113377.7,2024-09-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,Oktober,77587.3,2024-10-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,November,129715.1,2024-11-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,Desember,174834.8,2024-12-01,export_migas
7200,Sulawesi Tengah,Tidak ada,2024,Tahunan,1693412.2,2024-12-01,export_migas
7300,Sulawesi Selatan,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
7300,Sulawesi Selatan,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
7300,Sulawesi Selatan,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
7300,Sulawesi Selatan,Tidak ada,2024,April,0.0,2024-04-01,export_migas
7300,Sulawesi Selatan,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
7300,Sulawesi Selatan,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
7300,Sulawesi Selatan,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
7300,Sulawesi Selatan,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
7300,Sulawesi Selatan,Tidak ada,2024,September,0.0,2024-09-01,export_migas
7300,Sulawesi Selatan,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
7400,Sulawesi Tenggara,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
7400,Sulawesi Tenggara,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
7400,Sulawesi Tenggara,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
7400,Sulawesi Tenggara,Tidak ada,2024,April,0.0,2024-04-01,export_migas
7400,Sulawesi Tenggara,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
7400,Sulawesi Tenggara,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
7400,Sulawesi Tenggara,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
7400,Sulawesi Tenggara,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
7400,Sulawesi Tenggara,Tidak ada,2024,September,0.0,2024-09-01,export_migas
7400,Sulawesi Tenggara,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
7500,Gorontalo,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
7500,Gorontalo,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
7500,Gorontalo,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
7500,Gorontalo,Tidak ada,2024,April,0.0,2024-04-01,export_migas
7500,Gorontalo,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
7500,Gorontalo,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
7500,Gorontalo,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
7500,Gorontalo,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
7500,Gorontalo,Tidak ada,2024,September,0.0,2024-09-01,export_migas
7500,Gorontalo,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
7600,Sulawesi Barat,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
7600,Sulawesi Barat,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
7600,Sulawesi Barat,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
7600,Sulawesi Barat,Tidak ada,2024,April,0.0,2024-04-01,export_migas
7600,Sulawesi Barat,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
7600,Sulawesi Barat,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
7600,Sulawesi Barat,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
7600,Sulawesi Barat,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
7600,Sulawesi Barat,Tidak ada,2024,September,0.0,2024-09-01,export_migas
7600,Sulawesi Barat,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
8100,Maluku,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
8100,Maluku,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
8100,Maluku,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
8100,Maluku,Tidak ada,2024,April,0.0,2024-04-01,export_migas
8100,Maluku,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
8100,Maluku,Tidak ada,2024,Juni,11223.9,2024-06-01,export_migas
8100,Maluku,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
8100,Maluku,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
8100,Maluku,Tidak ada,2024,September,0.0,2024-09-01,export_migas
8100,Maluku,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
8100,Maluku,Tidak ada,2024,November,2954.4,2024-11-01,export_migas
8100,Maluku,Tidak ada,2024,Desember,9112.0,2024-12-01,export_migas
8100,Maluku,Tidak ada,2024,Tahunan,23290.4,2024-12-01,export_migas
8200,Maluku Utara,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
8200,Maluku Utara,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
8200,Maluku Utara,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
8200,Maluku Utara,Tidak ada,2024,April,0.0,2024-04-01,export_migas
8200,Maluku Utara,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
8200,Maluku Utara,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
8200,Maluku Utara,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
8200,Maluku Utara,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
8200,Maluku Utara,Tidak ada,2024,September,0.0,2024-09-01,export_migas
8200,Maluku Utara,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
9100,Papua Barat,Tidak ada,2024,Januari,337403.3,2024-01-01,export_migas
9100,Papua Barat,Tidak ada,2024,Februari,88442.2,2024-02-01,export_migas
9100,Papua Barat,Tidak ada,2024,Maret,195885.3,2024-03-01,export_migas
9100,Papua Barat,Tidak ada,2024,April,329961.7,2024-04-01,export_migas
9100,Papua Barat,Tidak ada,2024,Mei,358063.0,2024-05-01,export_migas
9100,Papua Barat,Tidak ada,2024,Juni,316817.6,2024-06-01,export_migas
9100,Papua Barat,Tidak ada,2024,Juli,432744.7,2024-07-01,export_migas
9100,Papua Barat,Tidak ada,2024,Agustus,334788.6,2024-08-01,export_migas
9100,Papua Barat,Tidak ada,2024,September,336795.6,2024-09-01,export_migas
9100,Papua Barat,Tidak ada,2024,Oktober,330714.2,2024-10-01,export_migas
9100,Papua Barat,Tidak ada,2024,November,234056.0,2024-11-01,export_migas
9100,Papua Barat,Tidak ada,2024,Desember,301341.3,2024-12-01,export_migas
9100,Papua Barat,Tidak ada,2024,Tahunan,3597013.6,2024-12-01,export_migas
9200,Papua Barat Daya,Tidak ada,2024,Januari,3241.5,2024-01-01,export_migas
9200,Papua Barat Daya,Tidak ada,2024,Februari,3264.9,2024-02-01,export_migas
9200,Papua Barat Daya,Tidak ada,2024,Maret,3375.6,2024-03-01,export_migas
9200,Papua Barat Daya,Tidak ada,2024,April,3467.4,2024-04-01,export_migas
9200,Papua Barat Daya,Tidak ada,2024,Mei,3815.7,2024-05-01,export_migas
9200,Papua Barat Daya,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
9200,Papua Barat Daya,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
9200,Papua Barat Daya,Tidak ada,2024,Agustus,3213.6,2024-08-01,export_migas
9200,Papua Barat Daya,Tidak ada,2024,September,3474.4,2024-09-01,export_migas
9200,Papua Barat Daya,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
9200,Papua Barat Daya,Tidak ada,2024,November,4050.5,2024-11-01,export_migas
9200,Papua Barat Daya,Tidak ada,2024,Tahunan,27903.6,2024-12-01,export_migas
9400,Papua,Tidak ada,2024,Januari,0.6,2024-01-01,export_migas
9400,Papua,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
9400,Papua,Tidak ada,2024,Maret,0.1,2024-03-01,export_migas
9400,Papua,Tidak ada,2024,April,0.2,2024-04-01,export_migas
9400,Papua,Tidak ada,2024,Mei,0.7,2024-05-01,export_migas
9400,Papua,Tidak ada,2024,Juni,0.2,2024-06-01,export_migas
9400,Papua,Tidak ada,2024,Juli,0.6,2024-07-01,export_migas
9400,Papua,Tidak ada,2024,Agustus,5.6,2024-08-01,export_migas
9400,Papua,Tidak ada,2024,September,1.7,2024-09-01,export_migas
9400,Papua,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
9400,Papua,Tidak ada,2024,November,2.3,2024-11-01,export_migas
9400,Papua,Tidak ada,2024,Desember,1.1,2024-12-01,export_migas
9400,Papua,Tidak ada,2024,Tahunan,13.1,2024-12-01,export_migas
9500,Papua Selatan,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
9500,Papua Selatan,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
9500,Papua Selatan,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
9500,Papua Selatan,Tidak ada,2024,April,0.0,2024-04-01,export_migas
9500,Papua Selatan,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
9500,Papua Selatan,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
9500,Papua Selatan,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
9500,Papua Selatan,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
9500,Papua Selatan,Tidak ada,2024,September,0.0,2024-09-01,export_migas
9500,Papua Selatan,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
9600,Papua Tengah,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
9600,Papua Tengah,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
9600,Papua Tengah,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
9600,Papua Tengah,Tidak ada,2024,April,0.0,2024-04-01,export_migas
9600,Papua Tengah,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
9600,Papua Tengah,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
9600,Papua Tengah,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
9600,Papua Tengah,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
9600,Papua Tengah,Tidak ada,2024,September,0.0,2024-09-01,export_migas
9600,Papua Tengah,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
9600,Papua Tengah,Tidak ada,2024,Desember,4.1,2024-12-01,export_migas
9600,Papua Tengah,Tidak ada,2024,Tahunan,4.1,2024-12-01,export_migas
9700,Papua Pegunungan,Tidak ada,2024,Januari,0.0,2024-01-01,export_migas
9700,Papua Pegunungan,Tidak ada,2024,Februari,0.0,2024-02-01,export_migas
9700,Papua Pegunungan,Tidak ada,2024,Maret,0.0,2024-03-01,export_migas
9700,Papua Pegunungan,Tidak ada,2024,April,0.0,2024-04-01,export_migas
9700,Papua Pegunungan,Tidak ada,2024,Mei,0.0,2024-05-01,export_migas
9700,Papua Pegunungan,Tidak ada,2024,Juni,0.0,2024-06-01,export_migas
9700,Papua Pegunungan,Tidak ada,2024,Juli,0.0,2024-07-01,export_migas
9700,Papua Pegunungan,Tidak ada,2024,Agustus,0.0,2024-08-01,export_migas
9700,Papua Pegunungan,Tidak ada,2024,September,0.0,2024-09-01,export_migas
9700,Papua Pegunungan,Tidak ada,2024,Oktober,0.0,2024-10-01,export_migas
1100,Aceh,Tidak ada,2022,Januari,31679.3,2022-01-01,export_nonmigas
1100,Aceh,Tidak ada,2022,Februari,56170.9,2022-02-01,export_nonmigas
1100,Aceh,Tidak ada,2022,Maret,76239.9,2022-03-01,export_nonmigas
1100,Aceh,Tidak ada,2022,April,83944.1,2022-04-01,export_nonmigas
1100,Aceh,Tidak ada,2022,Mei,45043.7,2022-05-01,export_nonmigas
1100,Aceh,Tidak ada,2022,Juni,56232.3,2022-06-01,export_nonmigas
1100,Aceh,Tidak ada,2022,Juli,56610.0,2022-07-01,export_nonmigas
1100,Aceh,Tidak ada,2022,Agustus,61303.2,2022-08-01,export_nonmigas
1100,Aceh,Tidak ada,2022,September,66191.9,2022-09-01,export_nonmigas
1100,Aceh,Tidak ada,2022,Oktober,69670.7,2022-10-01,export_nonmigas
1100,Aceh,Tidak ada,2022,November,57585.9,2022-11-01,export_nonmigas
1100,Aceh,Tidak ada,2022,Desember,85130.0,2022-12-01,export_nonmigas
1100,Aceh,Tidak ada,2022,Tahunan,745801.8,2022-12-01,export_nonmigas
1100,Aceh,Tidak ada,2023,Januari,69765.6,2023-01-01,export_nonmigas
1100,Aceh,Tidak ada,2023,Februari,66821.6,2023-02-01,export_nonmigas
1100,Aceh,Tidak ada,2023,Maret,62304.3,2023-03-01,export_nonmigas
1100,Aceh,Tidak ada,2023,April,55404.3,2023-04-01,export_nonmigas
1100,Aceh,Tidak ada,2023,Mei,51108.7,2023-05-01,export_nonmigas
1100,Aceh,Tidak ada,2023,Juni,55347.2,2023-06-01,export_nonmigas
1100,Aceh,Tidak ada,2023,Juli,44714.8,2023-07-01,export_nonmigas
