province,scenario,feature,feature_value,shap_value,abs_shap_value,rank
Papua Selatan,Base,resilience_x_d_log_usd_idr,-0.0,-0.27185954125720624,0.27185954125720624,1
Papua Selatan,Base,d_log_palm_oil,0.0,-0.21216677368391273,0.21216677368391273,2
Papua Selatan,Base,export_intensity,0.0024533254459693,-0.04662026806689958,0.04662026806689958,3
Papua Tengah,Base,resilience_x_d_log_usd_idr,-0.0,-0.27185954125720624,0.27185954125720624,1
Papua Tengah,Base,d_log_palm_oil,0.0,-0.258835049749676,0.258835049749676,2
Papua Tengah,Base,d_log_usd_idr,0.0,0.015933874723305617,0.015933874723305617,3
Riau,Base,resilience_x_d_log_usd_idr,0.0,-0.27185954125720624,0.27185954125720624,1
Riau,Base,d_log_palm_oil,0.0,-0.258835049749676,0.258835049749676,2
Riau,Base,d_log_usd_idr,0.0,0.015933874723305617,0.015933874723305617,3
Sulawesi Barat,Base,d_log_palm_oil,0.0,-0.2958021241540108,0.2958021241540108,1
Sulawesi Barat,Base,resilience_x_d_log_usd_idr,-0.0,-0.27185954125720624,0.27185954125720624,2
Sulawesi Barat,Base,d_log_usd_idr,0.0,0.03516199993103103,0.03516199993103103,3
Sulawesi Selatan,Base,resilience_x_d_log_usd_idr,0.0,-0.27185954125720624,0.27185954125720624,1
Sulawesi Selatan,Base,d_log_palm_oil,0.0,-0.21216677368391273,0.21216677368391273,2
Sulawesi Selatan,Base,export_intensity,1.4788470840799923,-0.04662026806689958,0.04662026806689958,3
Sulawesi Tengah,Base,resilience_x_d_log_usd_idr,0.0,-0.27185954125720624,0.27185954125720624,1
Sulawesi Tengah,Base,d_log_palm_oil,0.0,-0.258835049749676,0.258835049749676,2
Sulawesi Tengah,Base,d_log_usd_idr,0.0,0.015933874723305617,0.015933874723305617,3
Sulawesi Tenggara,Base,resilience_x_d_log_usd_idr,-0.0,-0.27185954125720624,0.27185954125720624,1
Sulawesi Tenggara,Base,d_log_palm_oil,0.0,-0.258835049749676,0.258835049749676,2
Sulawesi Tenggara,Base,d_log_usd_idr,0.0,0.015933874723305617,0.015933874723305617,3
Sulawesi Utara,Base,d_log_palm_oil,0.0,-0.2958021241540108,0.2958021241540108,1
Sulawesi Utara,Base,resilience_x_d_log_usd_idr,-0.0,-0.27185954125720624,0.27185954125720624,2
Sulawesi Utara,Base,d_log_usd_idr,0.0,0.03516199993103103,0.03516199993103103,3
Sumatera Barat,Base,d_log_palm_oil,0.0,-0.2958021241540108,0.2958021241540108,1
Sumatera Barat,Base,resilience_x_d_log_usd_idr,0.0,-0.27185954125720624,0.27185954125720624,2
Sumatera Barat,Base,d_log_usd_idr,0.0,0.03516199993103103,0.03516199993103103,3
Sumatera Selatan,Base,d_log_palm_oil,0.0,-0.2949460623687565,0.2949460623687565,1
